SUBMOSTRA;DL;DE;F/MAX;F/DEP;F/ID;M/MAX
563;14;0,25;5;0;0;24;
564;8;0,24242425;3;0;0;0;
565;13;0,20967741;11;0;0;18;
566;46;0,64788735;22;0;0;30;
567;16;0,2580645;11;0;0;25;
568;1;0,03846154;0;0;1;5;
569;0;0,0;0;0;0;0;
570;17;0,2361111;16;0;0;8;
571;21;0,3962264;10;0;0;17;
572;10;0,14285715;5;0;0;23;
573;1;0,018181818;0;0;1;17;
574;0;0,0;0;0;0;0;
575;0;0,0;0;0;0;1;
576;10;0,18181819;6;0;0;17;
577;0;0,0;0;0;0;0;
578;0;0,0;0;0;0;0;
579;0;0,0;0;0;0;17;
580;0;0,0;0;0;0;2;
581;0;0,0;0;0;0;5;
582;2;0,036363635;0;2;0;3;
583;13;0,22413793;3;0;0;9;
584;12;0,5714286;5;0;0;0;
585;2;0,033898305;0;0;2;31;
586;3;0,125;0;2;0;10;
587;2;0,055555556;0;0;2;0;
588;0;0,0;0;0;0;0;
589;24;0,39344263;23;0;0;2;
590;4;0,083333336;0;0;4;16;
591;3;0,05172414;3;0;0;10;
592;7;0,13461539;3;0;0;4;
593;1;0,02631579;0;0;1;13;
594;20;0,33333334;17;0;0;0;
595;1;0,016949153;0;0;1;0;
596;0;0,0;0;0;0;0;
597;0;0,0;0;0;0;0;
598;0;0,0;0;0;0;0;
599;0;0,0;0;0;0;0;
600;0;0,0;0;0;0;0;
601;8;0,2962963;1;0;0;0;
602;1;0,14285715;0;0;1;0;
603;1;0,14285715;0;0;1;0;
604;0;0,0;0;0;0;0;
605;0;0,0;0;0;0;0;
606;2;0,06896552;0;0;2;0;
607;1;0,03125;0;0;1;0;
608;1;0,029411765;0;0;1;10;
609;9;0,2647059;2;0;0;0;
610;5;0,14705883;5;0;0;0;
611;21;0,35;21;0;0;3;
612;16;0,8;0;9;0;0;
613;3;0,09375;2;0;0;0;
614;4;0,078431375;1;0;0;17;
615;10;0,15625;9;0;0;16;
616;2;0,05;2;0;0;0;
617;18;0,3272727;6;0;0;23;
618;2;0,060606062;0;0;2;0;
619;4;0,102564104;0;0;4;2;
620;1;0,06666667;0;0;1;0;
621;1;0,041666668;0;0;1;0;
622;0;0,0;0;0;0;0;
623;0;0,0;0;0;0;0;
624;0;0,0;0;0;0;0;
625;0;0,0;0;0;0;0;
626;7;0,2;1;0;0;4;
627;1;0,019607844;0;0;1;7;
628;2;0,11111111;0;0;2;2;
629;0;0,0;0;0;0;0;
630;46;0,5;24;0;0;21;
631;10;0,22222222;0;0;10;6;
632;4;0,08;4;0;0;9;
633;0;0,0;0;0;0;0;
634;0;0,0;0;0;0;0;
635;0;0,0;0;0;0;0;
636;4;0,078431375;0;2;0;25;
637;0;0,0;0;0;0;7;
638;2;0,071428575;1;0;0;2;
639;0;0,0;0;0;0;0;
640;0;0,0;0;0;0;0;
641;2;0,051282052;1;0;0;9;
642;0;0,0;0;0;0;0;
643;0;0,0;0;0;0;0;
644;4;0,07272727;1;0;0;20;
645;0;0,0;0;0;0;0;
646;0;0,0;0;0;0;0;
