SUBMOSTRA;DL;DE;F/MAX;F/DEP;F/ID;M/MAX
249;0;0,0;0;0;0;0;
250;0;0,0;0;0;0;0;
251;13;0,15853658;13;0;0;34;
252;0;0,0;0;0;0;39;
253;3;0,075;3;0;0;0;
254;3;0,21428572;3;0;0;0;
255;0;0,0;0;0;0;17;
256;0;0,0;0;0;0;10;
257;0;0,0;0;0;0;4;
258;4;0,05970149;4;0;0;25;
259;0;0,0;0;0;0;3;
260;0;0,0;0;0;0;0;
261;0;0,0;0;0;0;0;
262;0;0,0;0;0;0;0;
263;0;0,0;0;0;0;0;
264;0;0,0;0;0;0;4;
265;0;0,0;0;0;0;0;
266;0;0,0;0;0;0;0;
267;0;0,0;0;0;0;18;
268;3;0,069767445;3;0;0;8;
269;0;0,0;0;0;0;0;
270;1;0,017857144;0;0;1;0;
271;0;0,0;0;0;0;0;
272;0;0,0;0;0;0;1;
273;0;0,0;0;0;0;8;
274;4;0,09756097;4;0;0;2;
275;0;0,0;0;0;0;31;
276;8;0,3478261;8;0;0;0;
277;0;0,0;0;0;0;0;
278;5;0,08196721;4;0;0;24;
279;0;0,0;0;0;0;0;
280;22;0,41509435;22;0;0;0;
281;3;0,06;0;3;0;14;
282;0;0,0;0;0;0;5;
283;0;0,0;0;0;0;0;
284;12;0,29268292;12;0;0;1;
285;12;0,3529412;12;0;0;0;
286;0;0,0;0;0;0;0;
287;0;0,0;0;0;0;0;
288;0;0,0;0;0;0;15;
289;0;0,0;0;0;0;0;
290;0;0,0;0;0;0;0;
291;12;0,16438356;12;0;0;37;
292;0;0,0;0;0;0;0;
293;5;0,35714287;5;0;0;0;
294;0;0,0;0;0;0;0;
295;3;0,10344828;3;0;0;0;
296;0;0,0;0;0;0;23;
297;0;0,0;0;0;0;10;
298;0;0,0;0;0;0;0;
299;0;0,0;0;0;0;25;
300;0;0,0;0;0;0;0;
301;3;0,06666667;3;0;0;0;
302;3;0,04411765;3;0;0;16;
303;17;0,77272725;17;0;0;0;
304;5;0,078125;5;0;0;25;
305;5;0,10204082;0;5;0;16;
306;0;0,0;0;0;0;0;
307;3;0,07692308;3;0;0;0;
308;0;0,0;0;0;0;0;
309;0;0,0;0;0;0;3;
310;3;0,1;3;0;0;4;
311;0;0,0;0;0;0;0;
312;0;0,0;0;0;0;4;
313;0;0,0;0;0;0;4;
314;4;0,0625;2;0;0;40;
315;0;0,0;0;0;0;7;
316;3;0,04918033;3;0;0;0;
317;3;0,045454547;3;0;0;27;
318;0;0,0;0;0;0;2;
319;0;0,0;0;0;0;6;
320;0;0,0;0;0;0;21;
321;2;0,03846154;0;0;2;6;
322;3;0,1;3;0;0;0;
323;0;0,0;0;0;0;24;
324;9;0,16071428;6;0;0;0;
325;0;0,0;0;0;0;10;
326;0;0,0;0;0;0;0;
327;0;0,0;0;0;0;21;
328;0;0,0;0;0;0;0;
329;0;0,0;0;0;0;0;
330;0;0,0;0;0;0;36;
331;0;0,0;0;0;0;10;
332;4;0,083333336;4;0;0;24;
333;6;0,1;6;0;0;19;
334;0;0,0;0;0;0;1;
335;0;0,0;0;0;0;0;
336;0;0,0;0;0;0;14;
337;0;0,0;0;0;0;15;
338;0;0,0;0;0;0;7;
339;6;0,17142858;0;6;0;0;
340;0;0,0;0;0;0;4;
341;0;0,0;0;0;0;0;
342;0;0,0;0;0;0;2;
343;0;0,0;0;0;0;0;
344;0;0,0;0;0;0;9;
345;0;0,0;0;0;0;4;
346;0;0,0;0;0;0;15;
347;0;0,0;0;0;0;18;
348;11;0,21153846;11;0;0;2;
349;3;0,33333334;3;0;0;0;
350;0;0,0;0;0;0;1;
351;10;0,17857143;10;0;0;2;
352;0;0,0;0;0;0;0;
353;2;0,057142857;2;0;0;0;
354;0;0,0;0;0;0;0;
355;0;0,0;0;0;0;0;
356;4;0,08;4;0;0;14;
357;5;0,11627907;5;0;0;2;
358;0;0,0;0;0;0;5;
359;0;0,0;0;0;0;0;
360;5;0,104166664;5;0;0;11;
361;0;0,0;0;0;0;2;
362;0;0,0;0;0;0;0;
363;0;0,0;0;0;0;0;
364;10;0,4;8;0;0;0;
365;6;0,078947365;6;0;0;46;
366;0;0,0;0;0;0;3;
367;8;0,13114753;8;0;0;18;
368;12;0,24489796;12;0;0;0;
369;0;0,0;0;0;0;4;
370;10;0,12820514;10;0;0;29;
371;0;0,0;0;0;0;2;
372;18;0,26865673;18;0;0;16;
373;7;0,12068965;3;0;0;22;
374;5;0,0862069;5;0;0;31;
375;0;0,0;0;0;0;3;
376;0;0,0;0;0;0;0;
377;16;0,2580645;16;0;0;27;
378;50;0,5882353;17;0;0;32;
379;0;0,0;0;0;0;24;
380;0;0,0;0;0;0;1;
381;0;0,0;0;0;0;0;
382;0;0,0;0;0;0;0;
383;0;0,0;0;0;0;0;
384;3;0,12;3;0;0;5;
385;6;0,13636364;0;0;6;1;
386;0;0,0;0;0;0;3;
387;1;0,020833334;0;1;0;0;
388;0;0,0;0;0;0;14;
389;0;0,0;0;0;0;0;
390;7;0,104477614;7;0;0;35;
391;0;0,0;0;0;0;27;
392;0;0,0;0;0;0;0;
393;15;0,25;15;0;0;14;
394;8;0,10666667;8;0;0;30;
395;0;0,0;0;0;0;0;
396;0;0,0;0;0;0;0;
397;12;0,15584415;12;0;0;5;
398;3;0,06;3;0;0;3;
399;0;0,0;0;0;0;5;
400;0;0,0;0;0;0;21;
401;0;0,0;0;0;0;0;
402;0;0,0;0;0;0;0;
403;4;0,056338027;3;0;0;31;
404;0;0,0;0;0;0;3;
405;0;0,0;0;0;0;10;
406;0;0,0;0;0;0;0;
407;3;0,056603774;3;0;0;17;
408;5;0,09090909;5;0;0;17;
409;0;0,0;0;0;0;18;
410;0;0,0;0;0;0;24;
411;0;0,0;0;0;0;0;
412;8;0,14545454;8;0;0;0;
413;0;0,0;0;0;0;0;
414;0;0,0;0;0;0;21;
415;0;0,0;0;0;0;15;
416;5;0,10204082;5;0;0;1;
417;0;0,0;0;0;0;24;
418;0;0,0;0;0;0;0;
419;0;0,0;0;0;0;0;
420;0;0,0;0;0;0;17;
421;3;0,06382979;3;0;0;14;
422;7;0,097222224;3;0;0;3;
423;0;0,0;0;0;0;0;
424;3;0,04761905;0;0;3;16;
425;0;0,0;0;0;0;5;
426;0;0,0;0;0;0;0;
427;0;0,0;0;0;0;0;
428;0;0,0;0;0;0;0;
429;0;0,0;0;0;0;3;
430;0;0,0;0;0;0;5;
431;11;0,15277778;10;0;0;26;
432;0;0,0;0;0;0;6;
433;0;0,0;0;0;0;0;
434;0;0,0;0;0;0;0;
435;0;0,0;0;0;0;0;
436;0;0,0;0;0;0;0;
437;0;0,0;0;0;0;5;
438;0;0,0;0;0;0;0;
439;0;0,0;0;0;0;10;
440;2;0,040816326;2;0;0;0;
441;0;0,0;0;0;0;0;
442;7;0,11666667;7;0;0;20;
443;0;0,0;0;0;0;0;
444;0;0,0;0;0;0;9;
445;0;0,0;0;0;0;0;
446;9;0,20930232;9;0;0;0;
447;0;0,0;0;0;0;0;
448;9;0,12328767;9;0;0;28;
449;15;0,625;15;0;0;0;
450;0;0,0;0;0;0;0;
451;8;0,1904762;8;0;0;5;
452;0;0,0;0;0;0;4;
453;4;0,0952381;4;0;0;17;
454;0;0,0;0;0;0;22;
455;0;0,0;0;0;0;0;
456;0;0,0;0;0;0;0;
457;0;0,0;0;0;0;14;
458;3;0,071428575;3;0;0;0;
459;0;0,0;0;0;0;8;
460;11;0,2037037;11;0;0;23;
461;2;0,044444446;0;0;2;13;
462;11;0,19642857;11;0;0;26;
463;5;0,072463766;3;0;0;28;
464;3;0,09677419;3;0;0;0;
465;10;0,16666667;0;0;10;26;
466;0;0,0;0;0;0;7;
467;0;0,0;0;0;0;0;
468;0;0,0;0;0;0;8;
469;0;0,0;0;0;0;0;
470;0;0,0;0;0;0;17;
471;9;0,115384616;9;0;0;36;
472;0;0,0;0;0;0;3;
473;4;0,057142857;1;0;0;32;
474;0;0,0;0;0;0;0;
475;0;0,0;0;0;0;0;
476;0;0,0;0;0;0;1;
477;0;0,0;0;0;0;0;
478;0;0,0;0;0;0;1;
479;0;0,0;0;0;0;0;
480;0;0,0;0;0;0;0;
481;0;0,0;0;0;0;11;
482;0;0,0;0;0;0;0;
483;0;0,0;0;0;0;0;
484;0;0,0;0;0;0;0;
485;0;0,0;0;0;0;0;
486;4;0,083333336;4;0;0;12;
487;0;0,0;0;0;0;11;
488;3;0,04918033;3;0;0;24;
489;4;0,08695652;4;0;0;11;
490;0;0,0;0;0;0;0;
491;0;0,0;0;0;0;0;
492;0;0,0;0;0;0;0;
493;26;0,3880597;26;0;0;9;
494;26;0,53061223;0;26;0;17;
495;0;0,0;0;0;0;0;
496;0;0,0;0;0;0;0;
497;0;0,0;0;0;0;0;
498;0;0,0;0;0;0;0;
499;0;0,0;0;0;0;0;
500;0;0,0;0;0;0;0;
501;3;0,045454547;3;0;0;29;
502;0;0,0;0;0;0;14;
503;0;0,0;0;0;0;9;
504;8;0,11940298;4;0;0;9;
505;0;0,0;0;0;0;13;
506;0;0,0;0;0;0;0;
507;4;0,06349207;4;0;0;16;
508;0;0,0;0;0;0;1;
509;0;0,0;0;0;0;0;
510;0;0,0;0;0;0;0;
511;0;0,0;0;0;0;0;
512;0;0,0;0;0;0;16;
513;3;0,057692308;3;0;0;33;
514;3;0,13636364;3;0;0;0;
515;0;0,0;0;0;0;0;
516;0;0,0;0;0;0;11;
517;3;0,06;3;0;0;0;
518;0;0,0;0;0;0;18;
519;6;0,0882353;5;0;0;18;
520;4;0,09090909;4;0;0;3;
521;0;0,0;0;0;0;4;
522;0;0,0;0;0;0;1;
523;0;0,0;0;0;0;7;
524;0;0,0;0;0;0;23;
525;0;0,0;0;0;0;11;
526;0;0,0;0;0;0;35;
527;0;0,0;0;0;0;33;
528;0;0,0;0;0;0;28;
529;9;0,24324325;9;0;0;0;
530;0;0,0;0;0;0;0;
531;4;0,060606062;2;0;0;28;
532;0;0,0;0;0;0;0;
533;9;0,21428572;9;0;0;0;
534;10;0,1724138;10;0;0;28;
535;0;0,0;0;0;0;0;
536;0;0,0;0;0;0;32;
537;0;0,0;0;0;0;1;
538;4;0,08695652;4;0;0;0;
539;0;0,0;0;0;0;16;
540;0;0,0;0;0;0;0;
541;0;0,0;0;0;0;0;
542;11;0,1641791;11;0;0;34;
543;13;0,26530612;13;0;0;0;
544;5;0,07462686;0;4;0;7;
545;2;0,033333335;1;0;0;24;
546;0;0,0;0;0;0;0;
547;0;0,0;0;0;0;0;
